"X","ID","ag","pov_final","genre","mc_calc"
277,"2010_Hannah,Kristin_WinterGarden_BS.txt.csv","F","3p","BS","Y"
279,"2010_Patterson,James_9thJudgment_BS.txt.csv","M","1p","BS","N"
280,"2010_Patterson,James_CrossFire_BS.txt.csv","M","1p","BS","Y"
281,"2010_Picoult,Jodi_HouseRules_BS.txt.csv","F","1p","BS","Y"
282,"2010_Roberts,Nora_SavortheMoment_BS.txt.csv","F","3p","BS","Y"
283,"2010_Sandford,John_StolenPrey_BS.txt.csv","M","3p","BS","Y"
284,"2010_Sparks,Nicholas_SafeHaven_BS.txt.csv","M","3p","BS","Y"
286,"2011_Baldacci,David_OneSummer_BS.txt.csv","M","3p","BS","Y"
287,"2011_Baldacci,David_TheSixthMan_BS.txt.csv","M","3p","BS","Y"
288,"2011_Baldacci,David_ZeroDay_BS.txt.csv","M","3p","BS","Y"
289,"2011_Brown,Sandra_Lethal_BS.txt.csv","F","3p","BS","Y"
290,"2011_Chan,Darcie_TheMillRiverRecluse_BS.txt.csv","F","3p","BS","Y"
291,"2011_Child,Lee_TheAffair_BS.txt.csv","M","3p","BS","Y"
292,"2011_Clancy,Tom_AgainstAllEnemies_BS.txt.csv","M","3p","BS","Y"
293,"2011_Clancy,Tom_LockedOn_BS.txt.csv","M","3p","BS","Y"
294,"2011_Clark,MaryHiggins_IllWalkAlone_BS.txt.csv","F","3p","BS","Y"
295,"2011_Connelly,Michael_TheDrop_BS.txt.csv","M","3p","BS","Y"
296,"2011_Connelly,Michael_TheFifthWitness_BS.txt.csv","M","1p","BS","Y"
297,"2011_Cussler,Clive_Jungle_BS.txt.csv","M","3p","BS","Y"
298,"2011_Eugenides,Jeffrey_MarriagePlot_BS.txt.csv","M","3p","BS","Y"
299,"2011_Evanovich,Janet_ExplosiveEighteen_BS.txt.csv","F","1p","BS","Y"
300,"2011_Evanovich,Janet_SmokinSeventeen_BS.txt.csv","F","1p","BS","Y"
301,"2011_Gardner,Lisa_LoveYouMore_BS.txt.csv","F","1p","BS","Y"
302,"2011_Grafton,Sue_VisForVengeance_BS.txt.csv","F","1p","BS","Y"
303,"2011_Grisham,John_TheLitigators_BS.txt.csv","M","3p","BS","Y"
304,"2011_Harkness,Deborah_DiscoveryofW_BS.txt.csv","F","1p","BS","Y"
305,"2011_Harris,Charlaine_DeadReckoning_BS.txt.csv","F","1p","BS","Y"
306,"2011_James,EL_FiftyShadesofGrey_BS.txt.csv","F","1p","BS","Y"
307,"2011_James,PD_DeathComestoPemberley_BS.txt.csv","F","3p","BS","Y"
308,"2011_King,Stephen_112263_BS.txt.csv","M","1p","BS","Y"
309,"2011_King,Stephen_DoctorSleep_BS.txt.csv","M","3p","BS","Y"
310,"2011_Martin,George_ADancewithDragons_BS.txt.csv","M","3p","BS","Y"
311,"2011_Morgenstern,Erin_NightCircus_BS.txt.csv","F","3p","BS","Y"
312,"2011_Patchett,Ann_StateofWonder_BS.txt.csv","F","3p","BS","Y"
313,"2011_Patterson,James_10thAnniversary_BS.txt.csv","M","1p","BS","Y"
314,"2011_Patterson,James_ChristmasWedding_BS.txt.csv","M","1p","BS","Y"
315,"2011_Patterson,James_KillAlexCross_BS.txt.csv","M","1p","BS","Y"
316,"2011_Patterson,James_KillMeIfYouCan_BS.txt.csv","M","1p","BS","Y"
317,"2011_Patterson,James_NowYouSeeHer_BS.txt.csv","M","1p","BS","Y"
318,"2011_Patterson,James_TickTock_BS.txt.csv","M","1p","BS","Y"
319,"2011_Patterson,James_Toys_BS.txt.csv","M","1p","BS","Y"
320,"2011_Picoult,Jodi_SingYouHome_BS.txt.csv","F","1p","BS","Y"
321,"2011_Preston,Douglas_ColdVengeance_BS.txt.csv","M","3p","BS","Y"
322,"2011_Roberts,Nora_ChasingFire_BS.txt.csv","F","3p","BS","Y"
323,"2011_Roberts,Nora_TheNextAlways_BS.txt.csv","F","3p","BS","Y"
324,"2011_Rothfuss,Patrick_WiseMansFear_BS.txt.csv","M","3p","BS","Y"
325,"2011_Sandford,John_BuriedPrey_BS.txt.csv","M","3p","BS","Y"
326,"2011_Sparks,Nicholas_TheBestofMe_BS.txt.csv","M","3p","BS","Y"
327,"2011_Thor,Brad_FullBlack_BS.txt.csv","M","3p","BS","Y"
328,"2012_Albom,Mitch_TimeKeeper_BS.txt.csv","M","3p","BS","Y"
329,"2012_Baldacci,David_TheForgotten_BS.txt.csv","M","3p","BS","Y"
330,"2012_Baldacci,David_TheInnocent_BS.txt.csv","M","3p","BS","Y"
331,"2012_Binchy,Maeve_AWeekinWinter_BS.txt.csv","F","3p","BS","Y"
332,"2012_Child,Lee_AWantedMan_BS.txt.csv","M","3p","BS","Y"
333,"2012_Clancy,Tom_ThreatVector_BS.txt.csv","M","3p","BS","Y"
334,"2012_Connelly,Michael_TheBlackBox_BS.txt.csv","M","3p","BS","Y"
335,"2012_Day,Sylvia_BaredtoYou_BS.txt.csv","F","1p","BS","Y"
336,"2012_Day,Sylvia_ReflectedinYou_BS.txt.csv","F","1p","BS","Y"
337,"2012_DeMille,Nelson_ThePanther_BS.txt.csv","M","1p","BS","Y"
338,"2012_Evanovich,Janet_NotoriousNineteen_BS.txt.csv","F","1p","BS","Y"
339,"2012_Evanovich,Janet_WickedBusiness_BS.txt.csv","F","1p","BS","Y"
340,"2012_Flynn,Gillian_GoneGirl_BS.txt.csv","F","1p","BS","Y"
341,"2012_Flynn,Vince_KillShot_BS.txt.csv","M","3p","BS","Y"
342,"2012_Flynn,Vince_TheLastMan_BS.txt.csv","M","3p","BS","Y"
343,"2012_Follett,Ken_WinteroftheWorld_BS.txt.csv","M","3p","BS","Y"
344,"2012_Giffin,Emily_WhereWeBelong_BS.txt.csv","F","3p","BS","Y"
345,"2012_Grisham,John_CalicoJoe_BS.txt.csv","M","1p","BS","Y"
346,"2012_Grisham,John_TheConfession_BS.txt.csv","M","3p","BS","Y"
347,"2012_Grisham,John_TheRacketeer_BS.txt.csv","M","1p","BS","Y"
348,"2012_Harris,Charlaine_Deadlocked_BS.txt.csv","F","1p","BS","Y"
349,"2012_Hoover,Colleen_Hopeless_BS.txt.csv","F","1p","BS","Y"
350,"2012_James,EL_FiftyShades_Darker_BS.txt.csv","F","1p","BS","Y"
351,"2012_James,EL_FiftyShadesFreed_BS.txt.csv","F","3p","BS","Y"
352,"2012_Kingsolver,Barbara_FlightBehavior_BS.txt.csv","F","3p","BS","Y"
353,"2012_Landay,William_DefendingJacob_BS.txt.csv","M","1p","BS","Y"
354,"2012_Lyons,CJ_BlindFaith_BS.txt.csv","F","3p","BS","Y"
355,"2012_McLain,Paula_TheParisWife_BS.txt.csv","M","1p","BS","N"
356,"2012_Patterson,James_11thHour_BS.txt.csv","M","1p","BS","Y"
357,"2012_Patterson,James_GuiltyWives_BS.txt.csv","M","1p","BS","N"
359,"2012_Patterson,James_PrivateGames_BS.txt.csv","M","3p","BS","Y"
360,"2012_Picoult,Jodi_LoneWolf_BS.txt.csv","F","1p","BS","Y"
362,"2012_Roberts,Nora_PerfectHope_BS.txt.csv","F","3p","BS","Y"
363,"2012_Roberts,Nora_TheWitness_BS.txt.csv","F","3p","BS","Y"
364,"2012_Rowling,JK_TheCasualVacancy_BS.txt.csv","F","3p","BS","Y"
365,"2012_Sandford,John_MadRiver_BS.txt.csv","M","3p","BS","Y"
366,"2012_Semple,Maria_WheredYouGoBernadette_BS.txt.csv","F","1p","BS","Y"
367,"2012_Sorensen,Jessica_CoincidenceofCallie_BS.txt.csv","F","1p","BS","Y"
368,"2012_Stedman,ML_LightBetweenOceans_BS.txt.csv","F","3p","BS","Y"
369,"2012_Walter,Jess_BeautifulRuins_BS.txt.csv","M","3p","BS","Y"
370,"2013_Albom,Mitch_FirstPhoneCall_BS.txt.csv","M","3p","BS","Y"
371,"2013_Atkinson,Kate_LifeAfterLife_BS.txt.csv","F","3p","BS","Y"
372,"2013_Baldacci,David_KingandMaxwell_BS.txt.csv","M","3p","BS","Y"
373,"2013_Baldacci,David_TheHit_BS.txt.csv","M","3p","BS","Y"
374,"2013_Brown,Dan_Inferno_BS.txt.csv","M","3p","BS","Y"
375,"2013_Child,Lee_HighHeat_BS.txt.csv","M","3p","BS","Y"
376,"2013_Child,Lee_NeverGoBack_BS.txt.csv","M","3p","BS","Y"
377,"2013_Clancy,Tom_CommandAuthority_BS.txt.csv","M","3p","BS","Y"
378,"2013_Clark,MaryHiggins_DaddysGone_BS.txt.csv","F","3p","BS","Y"
379,"2013_Connelly,Michael_GodsofGuilt_BS.txt.csv","M","1p","BS","Y"
380,"2013_Day,Sylvia_EntwinedwithYou_BS.txt.csv","F","1p","BS","Y"
381,"2013_Evanovich,Janet_TakedownTwenty_BS.txt.csv","F","1p","BS","Y"
382,"2013_Galbraith,Robert_TheCuckoosCalling_BS.txt.csv","F","3p","BS","Y"
383,"2013_Grisham,John_SycamoreRow_BS.txt.csv","M","3p","BS","Y"
384,"2013_Harris,Charlaine_DeadEverAfter_BS.txt.csv","F","1p","BS","Y"
385,"2013_Hosseini,Khaled_AndtheMountainsEchoed_BS.txt.csv","M","3p","BS","Y"
386,"2013_Jordan,Robert_AMemoryofLight_BS.txt.csv","M","3p","BS","Y"
387,"2013_King,Stephen_Joyland_BS.txt.csv","M","1p","BS","N"
388,"2013_Kline,ChristinaBaker_OrphanTrain_BS.txt.csv","F","1p","BS","Y"
389,"2013_Lynn,J_WaitForYou_BS.txt.csv","F","1p","BS","Y"
390,"2013_Moriarty,Liane_TheHusbandsSecret_BS.txt.csv","F","3p","BS","Y"
391,"2013_Munro,Alice_DearLife_BS.txt.csv","F","3p","BS","Y"
392,"2013_Patterson,James_12thofNever_BS.txt.csv","M","1p","BS","Y"
393,"2013_Patterson,James_AlexCrossRun_BS.txt.csv","M","1p","BS","Y"
394,"2013_Patterson,James_Mistress_BS.txt.csv","M","1p","BS","Y"
395,"2013_Patterson,James_PrivateBerlin_BS.txt.csv","M","3p","BS","Y"
396,"2013_Patterson,James_SecondHoneymoon_BS.txt.csv","M","1p","BS","Y"
397,"2012_Patterson,James_Zoo_BS.txt.csv","M","3p","BS","Y"
398,"2013_Picoult,Jodi_TheStoryteller_BS.txt.csv","F","1p","BS","N"
399,"2013_Roberts,Nora_DarkWitch_BS.txt.csv","F","3p","BS","Y"
400,"2013_Roberts,Nora_TheLast_Boyfriend_BS.txt.csv","F","3p","BS","Y"
401,"2013_Roberts,Nora_WhiskeyBeach_BS.txt.csv","F","3p","BS","Y"
402,"2013_Saunders,George_TenthOfDecember_BS.txt.csv","F","1p","BS","Y"
403,"2013_Silva,Daniel_EnglishGirl_BS.txt.csv","M","3p","BS","Y"
404,"2013_Sparks,Nicholas_TheLongestRide_BS.txt.csv","M","3p","BS","Y"
405,"2013_Tartt,Donna_The_Goldfinch_BS.txt.csv","F","1p","BS","N"
406,"2014_Baldacci,David_Target_BS.txt.csv","M","3p","BS","Y"
407,"2014_Clark,MaryHiggins_IveGotYouUnder_BS.txt.csv","F","3p","BS","Y"
408,"2014_Coben,Harlan_MissingYou_BS.txt.csv","M","3p","BS","Y"
409,"2014_Coben,Harlan_SixYears_BS.txt.csv","M","1p","BS","Y"
410,"2014_Kidd,SueMonk_TheInventionofWings_BS.txt.csv","F","1p","BS","Y"
411,"2014_Paige,Laurelin_TheFixedTrilogy_BS.txt.csv","F","1p","BS","N"
412,"2014_Patterson,James_Karp,Marshall_NYPDRed2_BS.txt.csv","M","1p","BS","N"
413,"2014_Patterson,James_Private1Suspect_BS.txt.csv","M","1p","BS","Y"
414,"2014_Patterson,James_Sullivan,Mark_PrivateLA_BS.txt.csv","M","1p","BS","N"
415,"2014_Roberts,Nora_ShadowSpell_BS.txt.csv","F","3p","BS","Y"
416,"2014_Roberts,Nora_TheCollector_BS.txt.csv","F","3p","BS","Y"
417,"2001_2011_Wilson,RobertCharles_TheChronoliths_SF.txt.csv","M","1p","SF","N"
418,"2002_2011_Anderson,MT_Feed_SF.txt.csv","M","1p","SF","Y"
419,"2006_Campbell,Jack_TheLostFleet_SF.txt.csv","M","1p","SF","Y"
420,"2009_Niven,Larry_EscapeFromHell_SF.txt.csv","M","1p","SF","Y"
421,"2010_Atwood,Margaret_TheYearoftheFlood_SF.txt.csv","F","1p","SF","Y"
422,"2010_Bacigalupi,Paolo_ShipBreaker_SF.txt.csv","M","3p","SF","Y"
423,"2010_Barnes,John_Directive51_SF.txt.csv","M","1p","SF","Y"
424,"2010_Bear,Greg_HullZeroThree_SF.txt.csv","M","1p","SF","Y"
425,"2010_Bujold,LoisMcMaster_Cryoburn_SF.txt.csv","F","3p","SF","Y"
426,"2010_Cronin,Justin_ThePassage_SF.txt.csv","M","3p","SF","Y"
427,"2010_Frey,JM_Triptych_SF.txt.csv","F","3p","SF","Y"
428,"2010_Gonzales,Laurence_Lucy_SF.txt.csv","M","3p","SF","Y"
429,"2010_Grant,Mira_Feed_SF.txt.csv","F","1p","SF","N"
430,"2010_Haldeman,Joe_Starbound_SF.txt.csv","M","1p","SF","Y"
431,"2010_Maberry,Jonathan_RotandRuin_SF.txt.csv","M","3p","SF","Y"
433,"2010_Nunez,Sigrid_SalvationCity_SF.txt.csv","F","3p","SF","Y"
434,"2010_Pfeffer,SusanBeth_ThisWorldWeLiveIn_SF.txt.csv","F","1p","SF","Y"
435,"2010_Rajaniemi,Hannu_TheQuantumThief_SF.txt.csv","M","1p","SF","N"
436,"2010_Richards,DouglasE_Wired_SF.txt.csv","M","3p","SF","Y"
437,"2010_Ringo,John_LiveFreeorDie_SF.txt.csv","M","3p","SF","Y"
438,"2010_Shteyngart,Gary_SuperSadTrueLoveStory_SF.txt.csv","M","1p","SF","Y"
440,"2010_Tufo,Mark_ZombieFallout_SF.txt.csv","M","1p","SF","Y"
441,"2010_Walton,Jo_AmongOthers_SF.txt.csv","F","1p","SF","Y"
442,"2010_Willis,Connie_AllClear_SF.txt.csv","F","3p","SF","Y"
443,"2010_Willis,Connie_Blackout_SF.txt.csv","F","1p","SF","Y"
444,"2011_Bear,Elizabeth_Grail_SF.txt.csv","F","3p","SF","Y"
445,"2011_Bick,IlsaJ_Ashes_SF.txt.csv","F","3p","SF","Y"
446,"2011_Brooks,Albert_2030_SF.txt.csv","M","3p","SF","Y"
447,"2011_Cline,Ernest_ReadyPlayerOne_SF.txt.csv","M","1p","SF","Y"
448,"2011_Corey,JamesSA_LeviathanWakes_SF.txt.csv","M","3p","SF","Y"
449,"2011_Forstchen,WilliamR_OneSecondAfter_SF.txt.csv","M","3p","SF","Y"
450,"2011_Frater,Rhiannon_FightingtoSurvive_SF.txt.csv","F","3p","SF","Y"
451,"2011_Herbert,Brian_Hellhole_SF.txt.csv","M","3p","SF","Y"
452,"2011_Hertling,William_AvogadroCorp_SF.txt.csv","M","3p","SF","Y"
454,"2011_Johnson,Jean_ASoldiersDuty_SF.txt.csv","F","3p","SF","Y"
455,"2011_Jordan,Hillary_WhenSheWoke_SF.txt.csv","F","3p","SF","Y"
458,"2011_Mayer,AndrewP_HeartsofSmokeandStream_SF.txt.csv","M","3p","SF","Y"
459,"2011_McDevitt,Jack_Firebird_SF.txt.csv","M","1p","SF","Y"
460,"2011_McIntosh,Will_SoftApocalypse_SF.txt.csv","M","1p","SF","Y"
461,"2011_Nickle,David_Eutopia_SF.txt.csv","M","3p","SF","Y"
462,"2011_North,Anna_AmericaPacifica_SF.txt.csv","F","3p","SF","Y"
463,"2011_Revis,Beth_AcrosstheUniverse_SF.txt.csv","F","1p","SF","Y"
464,"2011_Ringo,John_Citadel_SF.txt.csv","M","3p","SF","Y"
465,"2011_Sandler,Karen_Tankborn_SF.txt.csv","F","3p","SF","Y"
466,"2011_Sawyer,RobertJ_Wonder_SF.txt.csv","M","3p","SF","Y"
467,"2011_Scalzi,John_FuzzyNation_SF.txt.csv","M","3p","SF","Y"
468,"2011_Shean,Michael_ShadowofaDeadStar_SF.txt.csv","M","3p","SF","Y"
469,"2011_Slonczewski,Joan_TheHighestFrontier_SF.txt.csv","F","3p","SF","Y"
470,"2011_Stephenson,Neal_Reamde_SF.txt.csv","M","3p","SF","Y"
471,"2011_Stross,Charles_Rule34_SF.txt.csv","M","1p","SF","Y"
472,"2011_Vinge,Vernor_ChildrenoftheSky_SF.txt.csv","M","3p","SF","Y"
473,"2011_Weir,Andy_TheMartian_SF.txt.csv","M","1p","SF","Y"
474,"2011_Whitehead,Colson_ZoneOne_SF.txt.csv","M","3p","SF","Y"
475,"2011_Wilson,DanielH_Robopocalypse_SF.txt.csv","M","1p","SF","Y"
476,"2012_Adams,David_Lacuna_SF.txt.csv","M","3p","SF","Y"
477,"2012_Ashby,Madeline_vN_SF.txt.csv","F","3p","SF","Y"
478,"2012_Banks_Banks,IainM_SF.txt.csv","M","3p","SF","Y"
479,"2012_Boudinot,Ryan_BlueprintsoftheAfterlife_SF.txt.csv","M","1p","SF","Y"
480,"2012_Brin,David_Existence_SF.txt.csv","M","3p","SF","Y"
481,"2012_Buckell,TobiasS_ArcticRising_SF.txt.csv","M","3p","SF","Y"
482,"2012_Bujold,LoisMcMaster_CaptainVorpatrilsAlliance_SF.txt.csv","F","3p","SF","Y"
483,"2012_Cherryh,CJ_Intruder_SF.txt.csv","F","3p","SF","Y"
484,"2012_Cramer,Scott_NightofthePurpleMoon_SF.txt.csv","M","3p","SF","Y"
485,"2012_Crouch,Blake_Pines_SF.txt.csv","M","3p","SF","Y"
486,"2012_Fagan,Jenni_ThePanopticon_SF.txt.csv","F","1p","SF","Y"
487,"2012_Frankel,Laurie_GoodbyeforNow_SF.txt.csv","F","3p","SF","Y"
488,"2012_Gould,Steven_Impulse_SF.txt.csv","M","1p","SF","Y"
489,"2012_Harkaway,Nick_Angelmaker_SF.txt.csv","M","3p","SF","Y"
490,"2012_Heller,Peter_TheDogStars_SF.txt.csv","M","1p","SF","Y"
491,"2012_Howey,Hugh_Wool_SF.txt.csv","M","3p","SF","Y"
492,"2012_Hurley,Kameron_Rapture_SF.txt.csv","F","3p","SF","Y"
493,"2012_Jones,PaulAntony_ExtinctionPoint_SF.txt.csv","M","3p","SF","Y"
494,"2012_Kress,Nancy_AftertheFall_SF.txt.csv","F","3p","SF","Y"
495,"2012_Lerner,EdwardM_Energized_SF.txt.csv","M","3p","SF","Y"
496,"2012_Mead,Richelle_TheImmortalCrown_SF.txt.csv","F","3p","SF","Y"
497,"2012_Molles,DJ_TheRemaining_SF.txt.csv","M","3p","SF","Y"
498,"2012_Mullin,Mike_AshenWinter_SF.txt.csv","M","1p","SF","Y"
499,"2012_Naam,Ramez_Nexus_SF.txt.csv","M","3p","SF","Y"
500,"2012_OBrien,CaraghM_Promised_SF.txt.csv","M","3p","SF","Y"
501,"2012_Phillips,Richard_TheSecondShip_SF.txt.csv","M","3p","SF","Y"
502,"2012_Rajaniemi,Hannu_TheFractalPrince_Sf.txt.csv","M","1p","SF","N"
503,"2012_Roberts,Adam_JackGlass_SF.txt.csv","M","3p","SF","Y"
504,"2012_Robinson,KimStanley_2312_SF.txt.csv","F","3p","SF","Y"
505,"2012_Sawyer,RobertJ_Triggers_SF.txt.csv","M","3p","SF","Y"
506,"2012_Shepherd,Mike_KrisLongknife_SF.txt.csv","M","3p","SF","Y"
508,"2012_Smitherd,Luke_TheStoneMan_SF.txt.csv","M","1p","SF","Y"
509,"2012_Suarez,Daniel_KillDecision_SF.txt.csv","M","3p","SF","Y"
510,"2012_Varley,John_SlowApocalypse_SF.txt.csv","M","3p","SF","Y"
511,"2012_Walker,KarenThompson_TheAgeofMiracles_SF.txt.csv","F","1p","SF","Y"
512,"2012_Weber,David_ARisingThunder_SF.txt.csv","M","3p","SF","Y"
513,"2012_Williams,WalterJon_TheFourthWall_SF.txt.csv","M","1p","SF","Y"
514,"2013_Aguirre,AA_BronzeGods_SF.txt.csv","F","3p","SF","Y"
515,"2013_Ashby,Madeline_iD_SF.txt.csv","F","3p","SF","Y"
516,"2013_Asher,Neal_JupiterWar_SF.txt.csv","M","3p","SF","Y"
517,"2013_Asher,Neal_TheDeparture_SF.txt.csv","M","3p","SF","Y"
518,"2013_Barry,Max_Lexicon_SF.txt.csv","M","3p","SF","Y"
519,"2013_Baxter,Stephen_Proxima_SF.txt.csv","M","3p","SF","Y"
520,"2013_Bick,IlsaJ_Monsters_SF.txt.csv","F","3p","SF","Y"
521,"2013_Bova,Ben_NewEarth_SF.txt.csv","M","3p","SF","Y"
522,"2013_Haig,Matt_TheHumans_SF.txt.csv","M","1p","SF","Y"
523,"2013_Hertling,William_TheLastFirewall_SF.txt.csv","M","3p","SF","Y"
524,"2013_Howey,Hugh_Dust_SF.txt.csv","M","3p","SF","Y"
525,"2013_Hudspeth,EB_TheResurrectionist_SF.txt.csv","M","1p","SF","Y"
526,"2013_Istvan,Zoltan_TheTranshumanistWager_SF.txt.csv","M","3p","SF","Y"
527,"2013_Karsak,Melanie_ChasingtheStarGarden_SF.txt.csv","F","1p","SF","Y"
528,"2013_Kaufman,Amie_TheseBrokenStars_SF.txt.csv","F","1p","SF","N"
529,"2013_Kincaid,SJ_Vortex_SF.txt.csv","F","3p","SF","Y"
530,"2013_Leckie,Ann_AncillaryJustice_SF.txt.csv","F","1p","SF","N"
531,"2013_Lord,Karen_TheBestofAllPossibleWorlds_SF.txt.csv","F","1p","SF","Y"
532,"2013_Mather,Matthew_TheAtopiaChronicles_SF.txt.csv","M","1p","SF","N"
533,"2013_Mather,Matthew_TheDystopiaChronicles_SF.txt.csv","M","3p","SF","Y"
534,"2013_McGinnis,MarkWayne_ScrapyardShip_SF.txt.csv","M","3p","SF","Y"
535,"2013_McIntosh,Will_LoveMinusEighty_SF.txt.csv","M","3p","SF","Y"
536,"2013_Monk,Devon_ColdCopper_SF.txt.csv","M","3p","SF","Y"
538,"2013_Priest,Christopher_TheAdjacent_SF.txt.csv","M","1p","SF","Y"
539,"2013_Reynolds,Alastair_OntheSteelBreeze_SF.txt.csv","M","1p","SF","N"
540,"2013_Riddle,AG_TheAtlantisGene_SF.txt.csv","M","3p","SF","Y"
541,"2013_Robinson,KimStanley_Shaman_SF.txt.csv","F","3p","SF","Y"
542,"2013_Schwab,VE_Vicious_SF.txt.csv","F","3p","SF","Y"
543,"2013_Scott,JasperT_DarkSpace_SF.txt.csv","M","3p","SF","Y"
544,"2013_Stross,Charles_NeptunesBrood_SF.txt.csv","M","1p","SF","N"
545,"2013_Pratchett,Terry_TheLongEarth_SF.txt.csv","M","3p","SF","Y"
546,"2013_Weber,David_ShadowofFreedom_SF.txt.csv","M","3p","SF","Y"
547,"2013_Wehr,Dietmar_TheSynchronicityWarPart1_SF.txt.csv","M","1p","SF","N"
548,"2013_Wilson,RobertCharles_BurningParadise_SF.txt.csv","M","3p","SF","Y"
549,"2013_Winters,BenH_CountdownCity_SF.txt.csv","M","1p","SF","Y"
550,"2013_Yanagihara,Hanya_ThePeopleintheTrees_SF.txt.csv","F","1p","SF","N"
551,"2014_Aguirre,AA_SilverMirrors_SF.txt.csv","F","3p","SF","Y"
553,"2014_Cambias,JamesL_ADarklingSea_SF.txt.csv","M","3p","SF","Y"
554,"2014_Card,OrsonScott_Visitors_SF.txt.csv","M","3p","SF","Y"
555,"2014_Carey,MR_TheGirlWithAlltheGifts_SF.txt.csv","M","3p","SF","Y"
557,"2014_Gibson,William_ThePeripheral_SF.txt.csv","M","3p","SF","Y"
558,"2014_Gould,Steven_Exo_SF.txt.csv","M","1p","SF","Y"
559,"2014_Gray,Claudia_AThousandPiecesofYou_SF.txt.csv","F","1p","SF","Y"
560,"2014_Gregory,Daryl_Afterparty_SF.txt.csv","M","1p","SF","Y"
